Job_ID,City,Industry,Job_Role,Skill_Set,Experience_Level,Salary_Range,Company_Name,Talent_Inflow,Talent_Outflow,Infrastructure_Score,Smart_City_Investment,GCC_Presence,MSME_Growth_Rate,Unemployment_Rate,Education_Hubs,Cost_of_Living_Index,Job_Posting_Date
1236,Rajkot,Tech,Sales,"Sales, Negotiation, Communication",Mid-Level,1175265.8,HCLTech,1389,1534,59.53,3718.69,0,14.42,9.16,5,98.38,2025-01-02
1237,Raipur,Education,AI/ML,"Python, TensorFlow",Entry-Level,300000.0,Others,83,1629,68.94,6016.04,0,8.25,5.0,6,75.14,2024-01-03
1238,Jodhpur,Others,Data Science,"SQL, Data Visualization",Entry-Level,300000.0,Reliance Retail,1170,1485,70.64,3029.28,0,4.47,6.53,14,95.63,2024-11-04
1239,Rajkot,Manufacturing,Data Science,"SQL, Data Visualization, Python, Statistics",Senior-Level,1234966.77,Others,1029,1892,58.24,1540.96,0,13.41,8.84,19,60.94,2023-05-09
1240,Rajkot,Tech,Operations,"Operations Management, Excel, Logistics",Mid-Level,1164203.04,Others,713,1275,58.7,2842.15,0,13.24,11.66,5,84.97,2024-12-15
1241,Nashik,Tech,Operations,"Logistics, Operations Management",Entry-Level,484954.4,Reliance Retail,975,1923,73.37,1111.64,1,14.46,10.67,15,82.22,2023-10-29
1242,Agra,Healthcare,Business Development,"Sales, Market Analysis, CRM",Mid-Level,686537.62,Others,330,1770,60.33,3459.14,0,4.52,9.83,7,98.61,2024-07-23
1243,Raipur,Healthcare,AI/ML,"TensorFlow, Python",Mid-Level,758306.44,Reliance Retail,1432,1832,53.22,7888.61,0,8.16,7.33,9,64.77,2023-10-30
1244,Jodhpur,Others,Operations,"Excel, Logistics, Operations Management",Mid-Level,881361.97,Others,1785,1719,55.96,2125.34,0,2.83,11.82,5,66.67,2024-12-19
1245,Visakhapatnam,Tech,Engineering,"Project Management, Python, SQL, Java",Senior-Level,3928976.35,HCLTech,3192,914,87.07,2745.57,1,3.49,2.57,14,67.68,2024-02-03
1246,Rajkot,Healthcare,Operations,"Operations Management, Logistics",Mid-Level,634608.19,Reliance Retail,1630,2002,68.29,1969.22,0,12.4,10.12,17,65.93,2025-02-01
1247,Nashik,Manufacturing,Business Development,"CRM, Sales, Market Analysis",Senior-Level,1356054.72,Reliance Retail,1081,1660,64.13,4737.02,1,13.51,10.17,14,88.1,2023-05-06
1248,Madurai,Pharma,AI/ML,"Python, Deep Learning",Entry-Level,346544.87,Reliance Retail,1622,1776,72.37,1235.61,0,8.78,10.99,26,80.69,2023-09-26
1249,Vijayawada,Tech,AI/ML,"NLP, Deep Learning",Senior-Level,2514395.53,Others,1482,198,75.65,1448.63,1,5.8,4.09,14,73.63,2023-09-26
1250,Nashik,Pharma,Operations,"Operations Management, Excel, Logistics",Mid-Level,704378.31,Reliance Retail,517,1218,70.27,2368.91,1,10.59,10.27,13,86.62,2023-09-19
1251,Nashik,Manufacturing,Operations,"Operations Management, Logistics",Entry-Level,346148.24,Others,1439,975,50.03,1974.58,1,11.54,5.14,13,64.86,2023-12-18
1252,Jodhpur,Others,Engineering,"SQL, Project Management, Python, Java",Entry-Level,357900.3,Others,604,1601,57.3,3354.22,0,8.76,7.23,7,76.87,2024-04-11
1253,Agra,Finance,Sales,"Negotiation, Communication, Sales",Mid-Level,1033624.0,Reliance Retail,639,740,63.02,1941.76,0,5.27,6.46,13,67.84,2024-07-06
1254,Visakhapatnam,Others,Data Science,"Data Visualization, Python, SQL",Entry-Level,400760.71,Reliance Retail,3188,1102,85.86,1133.56,1,5.45,3.51,19,75.88,2024-09-17
1255,Vijayawada,Pharma,Engineering,"Project Management, SQL, Python",Mid-Level,983187.4,Others,1949,259,77.1,1446.19,1,2.69,2.7,13,64.3,2023-12-16
1256,Agra,Others,Others,"English, MS Office",Senior-Level,1655308.58,Others,1788,1348,58.48,3171.58,0,5.99,11.22,15,61.85,2023-09-17
1257,Vijayawada,Pharma,Engineering,"Java, Project Management",Internship,300000.0,Others,2686,0,81.03,2077.75,1,3.88,4.38,15,63.93,2024-07-16
1258,Agra,Manufacturing,Business Development,"Market Analysis, CRM, Sales",Entry-Level,326393.17,Others,1135,1784,64.99,1367.01,0,9.67,6.36,18,74.5,2024-01-10
1259,Jodhpur,Pharma,Data Science,"Python, Data Visualization, SQL",Entry-Level,370035.37,Reliance Retail,507,2123,59.81,1545.16,0,4.32,7.5,14,89.99,2023-09-15
1260,Agra,Retail,Business Development,"CRM, Market Analysis, Sales",Mid-Level,814835.36,Reliance Retail,996,1746,67.26,3380.39,0,5.24,8.67,18,79.28,2024-12-26
1261,Agra,Manufacturing,Others,"MS Office, Customer Service, English",Mid-Level,796422.62,Reliance Retail,1521,1693,53.93,2327.99,0,7.19,9.49,6,93.57,2024-03-05
1262,Visakhapatnam,Tech,AI/ML,"NLP, TensorFlow, Deep Learning, Python",Entry-Level,422800.23,Reliance Retail,1783,836,84.13,3833.49,1,4.68,2.89,19,63.83,2023-11-09
1263,Jodhpur,Finance,Sales,"Sales, Communication",Senior-Level,1922302.11,Others,453,1756,62.86,4077.32,0,8.33,5.42,6,95.18,2024-04-11
1264,Jodhpur,Pharma,AI/ML,"NLP, TensorFlow, Python, Deep Learning",Senior-Level,1770813.94,Others,1503,1586,71.09,2452.46,0,6.38,11.28,16,67.18,2025-02-06
1265,Raipur,Manufacturing,Others,"English, Customer Service, MS Office",Entry-Level,300000.0,Reliance Retail,1782,1290,71.63,8472.38,0,9.14,10.1,16,79.68,2024-12-11
1266,Jodhpur,Education,Sales,"Negotiation, Sales",Senior-Level,1644158.9,Others,1278,1446,68.43,3344.57,0,6.99,8.72,15,87.0,2025-02-13
1267,Raipur,Tech,Sales,"Negotiation, Sales",Internship,300000.0,HCLTech,297,1613,56.45,7444.96,0,3.23,11.48,14,98.08,2023-05-11
1268,Agra,Manufacturing,Data Science,"Statistics, Data Visualization, SQL, Python",Entry-Level,326079.26,Reliance Retail,1104,829,74.01,2063.92,0,4.2,8.31,10,95.19,2024-03-18
1269,Vijayawada,Tech,Engineering,"SQL, Java, Project Management, Python",Entry-Level,523443.14,Others,3019,1044,81.49,1170.59,1,5.09,2.59,13,65.81,2023-06-21
1270,Madurai,Healthcare,Operations,"Logistics, Operations Management",Mid-Level,942321.02,Reliance Retail,788,1547,73.15,4971.57,0,5.47,8.6,28,63.12,2023-09-13
1271,Raipur,Manufacturing,Engineering,"Java, Python, Project Management",Entry-Level,300000.0,Reliance Retail,813,1607,60.46,6593.02,0,9.5,6.49,15,76.85,2023-12-26
1272,Ranchi,Education,Retail,"MS Office, English, Customer Service",Senior-Level,1247681.44,Others,738,1281,61.33,8553.13,0,6.34,9.53,32,97.0,2023-03-31
1273,Jodhpur,Healthcare,Engineering,"Project Management, Python, Java",Mid-Level,1086672.01,Reliance Retail,744,1793,66.33,3222.69,0,7.12,10.46,13,82.72,2023-05-02
1274,Raipur,Tech,Operations,"Operations Management, Logistics, Excel",Senior-Level,3138121.27,HCLTech,829,1747,59.18,8283.94,0,7.22,8.79,5,93.98,2024-08-16
1275,Visakhapatnam,Tech,Data Science,"Statistics, SQL, Data Visualization",Mid-Level,1722592.26,Reliance Retail,2722,389,87.09,2266.33,1,3.5,3.4,16,60.0,2024-11-08
1276,Agra,Education,Operations,"Operations Management, Excel, Logistics",Internship,300000.0,Reliance Retail,1419,1001,60.46,2179.14,0,8.8,8.9,6,96.61,2024-03-04
1277,Agra,Manufacturing,Engineering,"Java, SQL, Python, Project Management",Senior-Level,1877624.3,Reliance Retail,1295,1165,69.52,4682.24,0,2.37,7.08,13,74.13,2024-06-10
1278,Agra,Finance,Data Science,"Python, Statistics",Entry-Level,418103.55,Others,1413,1670,57.39,3878.4,0,4.68,6.54,8,92.84,2025-02-14
1279,Nashik,Education,Business Development,"Market Analysis, CRM, Sales",Entry-Level,372556.77,Reliance Retail,1162,1535,66.25,1939.75,1,13.09,9.19,15,72.08,2023-03-04
1280,Rajkot,Tech,Others,"English, MS Office, Customer Service",Mid-Level,1067036.27,Others,946,1670,71.67,3714.81,0,12.24,8.88,16,94.52,2024-05-28
1281,Nashik,Others,Operations,"Operations Management, Logistics, Excel",Senior-Level,1561408.76,Others,1535,1735,52.78,4281.2,1,10.95,7.7,6,92.09,2024-06-30
1282,Ranchi,Retail,Business Development,"CRM, Market Analysis, Sales",Entry-Level,420281.92,Reliance Retail,495,1876,68.83,7945.82,0,7.3,9.77,33,67.8,2024-08-14
1283,Jodhpur,Tech,Sales,"Negotiation, Sales",Senior-Level,2236500.76,Reliance Retail,1362,1816,50.78,1609.99,0,8.6,9.06,7,74.09,2025-01-18
1284,Vadodara,Others,AI/ML,"TensorFlow, Python",Entry-Level,300000.0,Others,1824,1726,67.67,4514.36,0,2.39,10.92,8,63.1,2025-01-07
1285,Vadodara,Healthcare,Data Science,"SQL, Python",Senior-Level,1076927.56,Reliance Retail,1270,1809,63.23,4144.94,0,4.71,6.92,8,90.33,2023-06-17
1286,Agra,Tech,Data Science,"Statistics, SQL",Mid-Level,839131.29,Reliance Retail,732,1925,64.94,3811.84,0,8.36,11.52,8,64.64,2023-10-12
1287,Raipur,Others,Business Development,"Sales, Market Analysis, CRM",Entry-Level,317600.12,Reliance Retail,273,1685,61.34,6576.58,0,2.3,6.76,7,73.4,2025-02-06
1288,Rajkot,Healthcare,Data Science,"Python, Statistics, SQL, Data Visualization",Entry-Level,363350.57,Others,1004,1266,62.26,3955.49,0,13.72,6.92,11,84.99,2024-12-29
1289,Vadodara,Manufacturing,Engineering,"SQL, Project Management",Mid-Level,866850.5,Reliance Retail,1044,1388,56.02,2030.76,0,8.25,5.84,6,89.12,2023-12-23
1290,Ranchi,Others,Retail,"MS Office, English",Entry-Level,338346.5,Reliance Retail,1023,1598,52.78,7499.08,0,4.54,10.08,35,99.57,2023-06-27
1291,Jodhpur,Education,Sales,"Negotiation, Communication",Mid-Level,734034.52,Reliance Retail,370,1050,57.09,3491.94,0,2.82,9.45,8,82.23,2024-01-13
1292,Visakhapatnam,Tech,Engineering,"SQL, Project Management, Python, Java",Mid-Level,1347946.21,Reliance Retail,3585,685,94.36,1279.35,1,5.17,4.4,9,86.6,2025-01-24
1293,Vijayawada,Tech,Engineering,"SQL, Java, Project Management, Python",Senior-Level,1188249.01,Others,3049,0,78.05,4799.7,1,8.61,3.74,5,91.13,2024-06-14
1294,Rajkot,Finance,Sales,"Sales, Negotiation, Communication",Entry-Level,645652.0,Reliance Retail,817,1511,72.82,1880.0,0,12.03,7.25,7,71.01,2024-11-05
1295,Raipur,Finance,Business Development,"Market Analysis, Sales, CRM",Entry-Level,454653.71,Others,1536,1635,64.2,5345.16,0,7.74,5.99,14,61.74,2024-07-27
1296,Ranchi,Retail,Business Development,"Market Analysis, CRM, Sales",Entry-Level,300000.0,Others,947,1295,58.07,6968.49,0,2.0,11.75,26,76.1,2023-12-24
1297,Agra,Tech,Operations,"Logistics, Operations Management, Excel",Mid-Level,1498679.94,Others,1444,1706,70.92,2735.12,0,3.36,5.88,13,64.36,2023-04-23
1298,Vijayawada,Pharma,AI/ML,"TensorFlow, NLP, Python",Senior-Level,2200631.86,Reliance Retail,2999,625,81.94,4588.7,1,9.63,3.48,12,60.9,2024-09-12
1299,Agra,Education,AI/ML,"TensorFlow, NLP, Deep Learning",Entry-Level,300000.0,Others,50,1499,70.55,2287.08,0,7.84,9.58,6,92.8,2023-05-13
1300,Vadodara,Retail,Data Science,"SQL, Statistics, Data Visualization",Entry-Level,300000.0,Reliance Retail,1117,1680,62.21,2354.65,0,6.0,11.84,19,83.89,2023-07-13
1301,Rajkot,Tech,Others,"English, Customer Service, MS Office",Mid-Level,1103311.57,Others,1064,1314,65.13,1271.44,0,11.28,11.67,9,89.95,2023-07-19
1302,Madurai,Others,AI/ML,"NLP, Python, Deep Learning",Mid-Level,597913.58,Reliance Retail,1169,1794,53.3,3604.34,0,6.04,10.25,25,68.67,2024-12-26
1303,Visakhapatnam,Tech,Engineering,"Java, Python, Project Management",Senior-Level,3113894.24,Reliance Retail,2296,539,83.55,2764.17,1,8.98,4.51,16,97.72,2024-05-11
1304,Vijayawada,Tech,Engineering,"Java, SQL",Senior-Level,3646406.68,Reliance Retail,3794,812,82.48,1124.72,1,2.34,3.57,8,81.46,2023-08-31
1305,Visakhapatnam,Pharma,Engineering,"Python, Project Management",Mid-Level,1020935.52,Others,3072,396,87.13,1171.35,1,8.42,3.05,13,85.79,2023-07-31
1306,Agra,Healthcare,Others,"MS Office, Customer Service",Mid-Level,686100.49,Others,1201,1504,60.22,1036.88,0,4.55,6.18,10,93.61,2024-07-13
1307,Raipur,Finance,Others,"Customer Service, English, MS Office",Entry-Level,447177.43,Others,589,1695,54.37,8028.4,0,9.77,5.92,14,67.73,2024-12-25
1308,Agra,Retail,AI/ML,"TensorFlow, NLP, Python, Deep Learning",Senior-Level,1710272.48,Reliance Retail,1565,1052,64.52,3444.62,0,3.88,10.74,11,99.25,2023-05-24
1309,Ranchi,Others,Retail,"Customer Service, MS Office, English",Entry-Level,300000.0,Others,1363,1495,63.44,9097.32,0,2.39,11.26,37,73.84,2023-12-06
1310,Ranchi,Education,Business Development,"Sales, CRM, Market Analysis",Mid-Level,788469.73,Others,1003,1765,50.69,5829.77,0,7.52,9.2,30,92.69,2023-12-31
1311,Jodhpur,Finance,Business Development,"CRM, Sales",Mid-Level,1398504.05,Reliance Retail,985,2145,65.31,2455.46,0,8.19,9.48,12,75.24,2024-04-19
1312,Visakhapatnam,Tech,Engineering,"Project Management, Java, Python",Mid-Level,1743456.66,HCLTech,2999,436,87.85,1879.01,1,6.26,2.06,16,87.69,2025-01-03
1313,Ranchi,Others,Retail,"Customer Service, MS Office",Senior-Level,1329538.33,Reliance Retail,538,1906,71.04,9804.37,0,7.6,8.87,33,94.87,2024-09-19
1314,Madurai,Education,AI/ML,"Python, TensorFlow",Mid-Level,926786.17,Reliance Retail,1478,1511,57.74,2484.25,0,5.5,10.03,17,72.56,2024-12-28
1315,Vijayawada,Pharma,AI/ML,"Deep Learning, Python",Entry-Level,418807.18,Reliance Retail,2581,359,79.13,1895.67,1,5.48,2.03,5,89.6,2023-07-06
1316,Vadodara,Retail,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Reliance Retail,1877,1349,59.27,3325.37,0,5.0,9.5,17,76.23,2023-11-10
1317,Raipur,Tech,Business Development,"CRM, Market Analysis, Sales",Mid-Level,944207.22,Others,1560,1170,56.95,6904.78,0,8.29,11.3,14,69.8,2024-07-15
1318,Rajkot,Education,Sales,"Communication, Sales, Negotiation",Mid-Level,1007607.14,Reliance Retail,1171,1871,53.11,1107.9,0,12.24,10.04,7,96.05,2023-10-29
1319,Visakhapatnam,Pharma,Engineering,"SQL, Project Management",Internship,300000.0,Reliance Retail,3529,761,85.78,4256.95,1,5.1,3.77,14,67.79,2023-07-16
1320,Jodhpur,Healthcare,Business Development,"CRM, Market Analysis, Sales",Senior-Level,1648240.61,Others,1232,1332,63.66,4628.74,0,8.59,6.02,8,88.96,2023-05-16
1321,Vadodara,Retail,Operations,"Excel, Logistics, Operations Management",Entry-Level,300000.0,Others,794,846,65.09,3891.25,0,6.03,6.63,9,75.38,2023-05-25
1322,Raipur,Manufacturing,Business Development,"Sales, Market Analysis, CRM",Senior-Level,1094495.39,Others,574,1547,70.28,8002.33,0,8.04,11.29,8,61.1,2024-12-08
1323,Nashik,Education,Operations,"Operations Management, Logistics, Excel",Mid-Level,859729.28,Reliance Retail,1667,1380,62.74,4124.11,1,11.34,6.19,6,71.52,2024-01-18
1324,Agra,Manufacturing,Engineering,"SQL, Java",Mid-Level,700034.87,Others,1564,1667,71.33,4096.43,0,3.41,8.22,18,80.93,2023-07-06
1325,Vadodara,Pharma,Engineering,"Project Management, Java, SQL, Python",Internship,300000.0,Others,1070,1415,74.18,1365.29,0,7.25,5.5,6,87.79,2024-02-05
1326,Raipur,Finance,Data Science,"Statistics, Python",Entry-Level,346598.1,Reliance Retail,1191,1379,60.97,6635.88,0,2.87,11.93,9,77.38,2024-03-21
1327,Nashik,Manufacturing,Business Development,"Sales, Market Analysis",Internship,300000.0,Others,1153,1958,54.9,2441.59,1,13.23,7.67,8,95.33,2024-10-23
1328,Madurai,Pharma,Operations,"Excel, Operations Management, Logistics",Mid-Level,707014.44,Reliance Retail,819,1377,63.81,2521.74,0,8.58,9.68,20,64.54,2023-04-19
1329,Vijayawada,Tech,AI/ML,"TensorFlow, Python, NLP",Senior-Level,2983659.01,Others,2876,524,83.88,4189.18,1,3.58,4.58,10,84.34,2025-01-23
1330,Vadodara,Manufacturing,Others,"Customer Service, MS Office, English",Mid-Level,958488.94,Reliance Retail,1061,1734,53.09,2321.05,0,6.95,8.7,5,99.59,2025-02-01
1331,Vadodara,Finance,Operations,"Logistics, Operations Management, Excel",Senior-Level,1997807.93,Others,2383,1134,56.24,4568.36,0,9.56,7.84,5,72.18,2023-04-24
1332,Rajkot,Healthcare,Business Development,"Market Analysis, CRM, Sales",Mid-Level,1267411.9,Reliance Retail,1626,1576,57.78,2541.78,0,11.08,5.77,14,73.2,2024-05-23
1333,Rajkot,Others,Business Development,"CRM, Market Analysis, Sales",Entry-Level,300000.0,Reliance Retail,334,1759,68.6,2637.6,0,10.93,11.91,14,74.34,2024-01-07
1334,Ranchi,Education,Retail,"English, Customer Service, MS Office",Senior-Level,1513899.44,Reliance Retail,610,1158,74.97,8870.02,0,7.06,11.61,37,88.55,2023-05-18
1335,Nashik,Pharma,Operations,"Operations Management, Logistics",Entry-Level,300000.0,Reliance Retail,699,1656,56.17,2324.3,1,13.02,5.86,6,61.72,2023-12-18
1336,Vadodara,Others,Engineering,"Project Management, Python",Mid-Level,678063.17,Reliance Retail,1784,1682,73.83,3099.39,0,2.7,9.45,15,68.42,2024-07-04
1337,Madurai,Pharma,AI/ML,"Python, Deep Learning, TensorFlow",Entry-Level,300000.0,Reliance Retail,1098,1629,63.6,3303.25,0,6.28,5.72,25,76.24,2024-05-09
1338,Vadodara,Education,Business Development,"Market Analysis, Sales",Entry-Level,300000.0,Others,775,1769,64.12,4736.18,0,5.41,6.98,10,87.29,2023-08-20
1339,Vadodara,Healthcare,Engineering,"Java, SQL",Entry-Level,333960.74,Reliance Retail,604,1576,58.18,3450.67,0,2.31,11.97,17,98.14,2024-08-08
1340,Rajkot,Tech,Business Development,"CRM, Market Analysis, Sales",Mid-Level,1244291.69,Reliance Retail,1158,1254,68.36,3709.71,0,10.05,5.2,13,93.65,2023-06-24
1341,Rajkot,Healthcare,Engineering,"Java, SQL, Python, Project Management",Entry-Level,355906.64,Others,1231,1297,72.49,1817.41,0,13.9,5.67,13,90.17,2023-11-27
1342,Nashik,Tech,Operations,"Operations Management, Excel, Logistics",Entry-Level,398115.6,Reliance Retail,634,1096,63.91,3111.66,1,10.57,9.5,14,99.28,2024-12-18
1343,Vadodara,Tech,Others,"Customer Service, English, MS Office",Entry-Level,438980.89,Reliance Retail,683,1962,58.23,1041.56,0,2.35,10.87,10,91.44,2023-03-07
1344,Jodhpur,Others,Engineering,"Python, SQL, Java",Internship,300000.0,Reliance Retail,1142,1380,51.85,4972.63,0,7.04,6.17,8,65.03,2024-02-22
1345,Vijayawada,Tech,Engineering,"Python, Java, Project Management",Mid-Level,1211106.94,Reliance Retail,1499,352,88.35,2897.59,1,8.76,2.73,6,72.64,2024-07-16
1346,Nashik,Pharma,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Reliance Retail,608,1410,62.24,1546.97,1,12.25,8.7,6,81.55,2024-07-12
1347,Visakhapatnam,Pharma,AI/ML,"Deep Learning, Python",Mid-Level,1228101.11,Others,3073,750,86.05,2613.84,1,4.47,2.68,12,84.58,2024-04-08
1348,Rajkot,Retail,AI/ML,"TensorFlow, Python, NLP",Mid-Level,897559.32,Reliance Retail,641,1721,63.48,4546.11,0,13.34,6.47,19,87.79,2024-05-23
1349,Madurai,Finance,Sales,"Negotiation, Communication",Mid-Level,1214386.29,Reliance Retail,869,1734,56.59,2307.65,0,6.26,6.43,17,80.42,2024-03-02
1350,Nashik,Pharma,Business Development,"CRM, Sales",Entry-Level,300000.0,Reliance Retail,1695,1627,59.04,1664.4,1,12.2,5.92,6,99.65,2024-04-08
1351,Agra,Education,Sales,"Sales, Communication",Mid-Level,817773.83,Others,1234,1702,55.69,4522.84,0,2.7,6.02,14,82.53,2025-01-10
1352,Raipur,Pharma,Sales,"Negotiation, Communication, Sales",Entry-Level,300000.0,Others,114,1284,55.86,9169.79,0,4.18,6.05,8,93.04,2024-04-13
1353,Vadodara,Manufacturing,Sales,"Sales, Communication",Entry-Level,429253.64,Reliance Retail,761,1261,67.91,2704.24,0,9.72,7.93,11,99.89,2023-07-08
1354,Vijayawada,Tech,AI/ML,"Python, Deep Learning, TensorFlow",Entry-Level,627958.56,HCLTech,2414,618,83.91,2248.75,1,7.37,4.1,17,78.77,2025-01-23
1355,Rajkot,Manufacturing,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Others,793,1315,54.92,2768.38,0,11.16,5.91,13,96.04,2023-12-22
1356,Raipur,Others,Engineering,"Project Management, Java",Entry-Level,300000.0,Reliance Retail,1503,1316,60.11,5312.2,0,9.85,9.73,7,62.4,2024-08-05
1357,Vijayawada,Tech,Engineering,"Python, Java",Entry-Level,339745.02,Reliance Retail,3281,646,86.71,2611.2,1,8.89,4.77,18,67.96,2025-02-15
1358,Nashik,Manufacturing,Business Development,"CRM, Sales",Mid-Level,542291.49,Reliance Retail,1574,1267,68.96,3250.48,1,13.48,11.62,18,66.69,2023-09-10
1359,Jodhpur,Finance,Others,"MS Office, Customer Service",Mid-Level,1352783.61,Others,1287,1560,64.35,2993.91,0,2.26,9.57,18,93.42,2023-04-09
1360,Raipur,Healthcare,Sales,"Negotiation, Sales",Mid-Level,1005887.82,Reliance Retail,864,1227,62.11,9015.73,0,4.98,11.22,6,83.81,2023-06-02
1361,Visakhapatnam,Pharma,Engineering,"Project Management, Python, SQL",Mid-Level,993577.99,Reliance Retail,2594,776,82.14,4774.44,1,7.1,4.28,13,69.65,2023-10-14
1362,Rajkot,Manufacturing,AI/ML,"Python, Deep Learning, NLP",Mid-Level,808186.81,Reliance Retail,1022,1351,72.43,1639.76,0,12.09,10.65,8,64.03,2024-01-06
1363,Ranchi,Education,Retail,"English, Customer Service, MS Office",Senior-Level,1654259.67,Others,319,903,70.92,8748.77,0,8.95,10.22,35,85.22,2023-11-08
1364,Rajkot,Tech,Engineering,"Java, Project Management",Entry-Level,348063.22,HCLTech,628,1088,52.92,1771.51,0,14.82,7.98,16,72.36,2025-01-05
1365,Rajkot,Healthcare,Sales,"Negotiation, Communication, Sales",Internship,300000.0,Others,329,1267,62.91,1696.93,0,11.98,6.08,14,77.73,2023-09-06
1366,Raipur,Others,Business Development,"CRM, Market Analysis, Sales",Entry-Level,362096.29,Reliance Retail,809,1412,51.82,9965.12,0,2.18,6.44,17,78.39,2025-01-14
1367,Visakhapatnam,Pharma,Data Science,"SQL, Data Visualization, Statistics, Python",Entry-Level,408679.0,Others,3024,532,82.75,1037.49,1,7.49,4.4,19,91.2,2023-10-30
1368,Raipur,Healthcare,Engineering,"Project Management, Java, Python, SQL",Entry-Level,300000.0,Reliance Retail,696,1147,70.7,7814.9,0,9.15,9.39,11,64.68,2023-04-12
1369,Jodhpur,Healthcare,Operations,"Operations Management, Excel",Entry-Level,333310.31,Reliance Retail,380,1488,69.9,4165.36,0,4.24,5.32,16,71.17,2023-05-16
1370,Vadodara,Education,Engineering,"Project Management, Java, Python",Entry-Level,300000.0,Reliance Retail,1187,1829,70.02,3478.6,0,3.79,9.16,9,72.77,2023-07-09
1371,Nashik,Manufacturing,Operations,"Operations Management, Excel, Logistics",Entry-Level,352192.01,Others,821,1702,53.99,1868.6,1,12.11,7.77,15,96.28,2024-06-02
1372,Ranchi,Retail,Business Development,"Sales, CRM, Market Analysis",Mid-Level,544390.79,Reliance Retail,1641,1225,73.17,6399.57,0,3.11,10.37,27,93.71,2023-08-18
1373,Jodhpur,Retail,AI/ML,"NLP, TensorFlow, Python, Deep Learning",Mid-Level,744314.26,Reliance Retail,1400,1420,64.68,1316.49,0,6.64,5.42,5,77.63,2024-04-11
1374,Madurai,Pharma,Sales,"Negotiation, Communication",Entry-Level,307900.02,Others,770,1427,63.69,4779.03,0,9.01,5.91,24,90.24,2024-04-14
1375,Jodhpur,Retail,Business Development,"Sales, Market Analysis",Senior-Level,2014183.61,Reliance Retail,1425,1348,54.13,3871.43,0,9.05,8.83,11,84.15,2024-10-06
1376,Nashik,Tech,Operations,"Excel, Operations Management, Logistics",Senior-Level,1452224.75,HCLTech,1193,1746,52.76,4159.64,1,11.66,10.49,13,73.37,2023-12-29
1377,Raipur,Pharma,Business Development,"Sales, Market Analysis",Senior-Level,1543891.5,Reliance Retail,305,954,60.33,5920.23,0,6.05,11.52,10,64.35,2023-12-24
1378,Visakhapatnam,Tech,AI/ML,"NLP, TensorFlow, Python, Deep Learning",Mid-Level,1830674.46,HCLTech,3830,278,88.39,3790.99,1,6.68,2.16,17,88.82,2024-12-17
1379,Nashik,Healthcare,Operations,"Logistics, Operations Management, Excel",Mid-Level,761749.91,Others,1328,2112,73.91,3531.54,1,14.08,9.22,13,62.72,2024-01-27
1380,Ranchi,Retail,Business Development,"Market Analysis, CRM, Sales",Senior-Level,1813379.23,Others,850,1483,74.05,5517.89,0,8.51,6.41,31,67.51,2024-11-16
1381,Raipur,Education,Operations,"Operations Management, Logistics",Mid-Level,1140230.69,Others,939,1422,51.84,8175.1,0,3.67,7.26,14,89.44,2023-10-11
1382,Raipur,Finance,Business Development,"Sales, Market Analysis, CRM",Senior-Level,2216674.56,Others,462,1893,55.29,8267.79,0,3.59,10.46,14,77.93,2024-12-01
1383,Jodhpur,Healthcare,Data Science,"SQL, Data Visualization, Statistics",Entry-Level,300000.0,Reliance Retail,1066,1594,68.84,2081.31,0,3.97,8.88,9,72.99,2024-10-16
1384,Agra,Finance,Business Development,"Sales, CRM, Market Analysis",Entry-Level,483183.51,Reliance Retail,1609,1758,55.26,2281.31,0,5.78,9.71,8,64.31,2024-07-03
1385,Ranchi,Retail,Business Development,"Sales, CRM, Market Analysis",Internship,300000.0,Reliance Retail,882,1642,57.95,9852.06,0,4.23,10.07,35,73.88,2023-09-10
1386,Jodhpur,Others,AI/ML,"NLP, Deep Learning, TensorFlow, Python",Senior-Level,1644742.52,Others,938,1334,54.43,4264.26,0,4.59,9.98,10,70.64,2023-08-14
1387,Vijayawada,Pharma,AI/ML,"NLP, Python, Deep Learning",Mid-Level,671180.03,Reliance Retail,3736,32,88.7,4958.91,1,4.52,3.08,18,76.75,2024-05-10
1388,Nashik,Others,Business Development,"CRM, Sales, Market Analysis",Entry-Level,300000.0,Reliance Retail,66,1491,61.48,3805.39,1,12.95,7.27,11,78.57,2024-11-07
1389,Ranchi,Education,Retail,"English, MS Office, Customer Service",Entry-Level,300000.0,Reliance Retail,864,1552,72.43,7671.57,0,7.35,9.43,32,73.3,2024-12-19
1390,Visakhapatnam,Tech,Data Science,"SQL, Python",Entry-Level,437292.26,Reliance Retail,3019,189,90.25,3164.16,1,2.0,2.18,14,74.32,2023-07-25
1391,Jodhpur,Tech,AI/ML,"Python, Deep Learning",Mid-Level,1092196.11,Others,225,952,67.31,4163.92,0,2.38,9.38,18,66.35,2024-02-10
1392,Ranchi,Education,Business Development,"Sales, CRM",Mid-Level,735168.59,Others,1001,1075,64.85,5392.64,0,7.06,5.24,38,98.59,2023-08-15
1393,Raipur,Education,Engineering,"SQL, Java, Python",Mid-Level,914804.88,Others,503,1310,62.37,5057.87,0,4.06,9.32,7,62.58,2024-12-02
