Sales_ID,Sale_Date,Vehicle_Type,Price_Range,Sales_Volume,Region,State,Income_Level,Monsoon_Index,Repo_Rate,Inventory_Days,Export_Flag,Export_Region,Fuel_Type,Emission_Norm,Discount_Percentage,Consumer_Sentiment,Supply_Chain_Disruption,Festive_Season,Vehicle_Model
2401,2025-05-30,Passenger Car,Entry-Level (<₹10L),233,Urban,Assam,Medium,,5.04,24,False,,Petrol,BS6,11.55,87.6,False,False,Hyundai i20
2402,2025-06-02,SUV,Entry-Level (<₹10L),292,Urban,Delhi,High,,5.19,10,True,Middle East,Petrol,BS6,7.97,69.55,False,False,Hyundai Creta
2403,2025-04-06,Motorcycle,Mid-Range (₹10L-₹20L),436,Semi-Urban,Assam,Medium,,4.83,94,False,,Hybrid,BS6,6.77,49.54,False,False,Royal Enfield Classic 350
2404,2025-05-02,Passenger Car,Mid-Range (₹10L-₹20L),116,Urban,Delhi,Low,,4.4,49,False,,Hybrid,BS6,2.02,76.1,False,False,Tata Punch
2405,2025-05-13,Scooter,Mid-Range (₹10L-₹20L),262,Urban,Tamil Nadu,High,,4.56,48,True,Others,Diesel,BS6,2.95,79.47,False,False,Suzuki Access
2406,2025-04-02,Passenger Car,Mid-Range (₹10L-₹20L),23,Rural,Karnataka,Medium,89.26,4.88,62,False,,Petrol,BS6,5.91,64.24,False,False,Tata Punch
2407,2025-05-30,Passenger Car,Entry-Level (<₹10L),299,Urban,Odisha,Medium,,4.25,84,False,,Petrol,BS6,8.26,81.75,False,False,Tata Punch
2408,2025-04-23,Scooter,Entry-Level (<₹10L),172,Semi-Urban,Assam,Low,,4.39,55,False,,Petrol,BS6,19.07,35.99,False,False,Bajaj Chetak
2409,2025-06-22,Passenger Car,Entry-Level (<₹10L),87,Semi-Urban,Bihar,Medium,,4.52,49,False,,Petrol,BS6,16.89,41.01,False,True,Hyundai i20
2410,2025-05-01,Scooter,Mid-Range (₹10L-₹20L),287,Semi-Urban,Uttar Pradesh,Low,,4.81,89,False,,Diesel,BS6,1.71,34.48,False,False,Bajaj Chetak
2411,2025-04-05,Motorcycle,Mid-Range (₹10L-₹20L),109,Rural,Gujarat,Low,54.79,4.82,85,False,,Diesel,BS6,6.94,53.37,False,False,KTM Duke 200
2412,2025-06-22,Motorcycle,Mid-Range (₹10L-₹20L),28,Semi-Urban,Haryana,Medium,,5.33,73,True,Others,Petrol,BS6,4.52,69.82,False,True,TVS Apache
2413,2025-05-04,Scooter,Entry-Level (<₹10L),32,Rural,Bihar,Low,89.49,5.18,93,True,Latin America,Petrol,BS6,15.4,69.84,False,False,Honda Activa
2414,2025-04-10,Motorcycle,Entry-Level (<₹10L),259,Urban,Tamil Nadu,Medium,,4.43,42,False,,Petrol,BS6,8.33,81.25,False,False,TVS Apache
2415,2025-06-28,SUV,Mid-Range (₹10L-₹20L),544,Rural,Punjab,Medium,86.74,5.06,23,False,,Hybrid,BS6,2.07,62.57,False,True,Hyundai Creta
2416,2025-04-02,SUV,Mid-Range (₹10L-₹20L),420,Urban,Haryana,Medium,,4.8,28,False,,Petrol,BS6,7.53,77.35,False,False,MG Hector
2417,2025-04-11,Passenger Car,Entry-Level (<₹10L),19,Urban,Assam,High,,4.59,46,False,,Diesel,BS6,13.46,68.34,False,False,Tata Punch
2418,2025-05-20,Scooter,Entry-Level (<₹10L),76,Rural,Assam,Low,86.05,4.4,91,False,,Petrol,BS6,8.94,33.3,False,False,Bajaj Chetak
2419,2025-05-01,Motorcycle,Entry-Level (<₹10L),138,Rural,Maharashtra,Low,60.47,4.73,53,False,,Diesel,BS6,7.17,33.01,False,False,TVS Apache
2420,2025-05-26,SUV,Mid-Range (₹10L-₹20L),354,Urban,Tamil Nadu,Medium,,3.89,48,False,,Petrol,BS6,0.41,94.31,False,False,Toyota Fortuner
2421,2025-06-18,Passenger Car,Entry-Level (<₹10L),277,Urban,Bihar,Medium,,4.43,48,True,Middle East,Electric,BS6,19.98,73.89,False,False,Hyundai i20
2422,2025-06-12,Scooter,Entry-Level (<₹10L),46,Semi-Urban,Haryana,Low,,4.77,46,False,,Diesel,BS6,19.77,39.22,False,False,Honda Activa
2423,2025-06-26,SUV,Premium (>₹20L),1052,Semi-Urban,Haryana,Low,,4.59,43,False,,Petrol,BS6,6.68,56.62,False,True,Kia Seltos
2424,2025-06-22,Passenger Car,Mid-Range (₹10L-₹20L),270,Rural,Delhi,Medium,62.74,4.76,89,False,,Petrol,BS6,2.16,65.36,False,True,Hyundai i20
2425,2025-04-09,SUV,Mid-Range (₹10L-₹20L),96,Urban,Haryana,Medium,,5.12,33,False,,Petrol,BS6,8.95,69.38,False,False,Kia Seltos
2426,2025-04-21,Motorcycle,Entry-Level (<₹10L),140,Urban,Punjab,Low,,4.58,74,False,,Hybrid,BS6,15.57,78.94,False,False,Bajaj Pulsar
2427,2025-06-12,Scooter,Mid-Range (₹10L-₹20L),323,Semi-Urban,Maharashtra,Low,,5.27,59,False,,Electric,BS6,8.38,44.01,False,False,Suzuki Access
2428,2025-04-28,SUV,Premium (>₹20L),185,Rural,Odisha,Medium,52.85,4.15,49,False,,Diesel,BS6,8.76,68.72,False,False,Tata Nexon
2429,2025-06-01,Motorcycle,Entry-Level (<₹10L),25,Semi-Urban,Bihar,Low,,4.94,65,False,,Diesel,BS6,19.76,56.11,False,False,Bajaj Pulsar
2430,2025-04-07,Motorcycle,Entry-Level (<₹10L),84,Urban,Tamil Nadu,Medium,,4.98,72,False,,Electric,BS6,10.53,69.58,False,False,Bajaj Pulsar
2431,2025-06-19,Scooter,Premium (>₹20L),380,Rural,Delhi,Low,80.88,4.14,78,False,,Electric,BS6,8.26,37.99,True,False,Bajaj Chetak
2432,2025-04-16,Scooter,Mid-Range (₹10L-₹20L),134,Urban,Uttar Pradesh,High,,4.69,40,False,,Petrol,BS6,6.27,80.97,False,False,Bajaj Chetak
2433,2025-04-04,Scooter,Entry-Level (<₹10L),130,Rural,Karnataka,Low,92.75,4.92,33,False,,Petrol,BS6,12.19,48.35,False,False,Suzuki Access
2434,2025-04-04,Passenger Car,Entry-Level (<₹10L),46,Urban,Uttar Pradesh,Medium,,3.58,85,True,Others,Diesel,BS6,14.92,87.73,False,False,Hyundai i20
2435,2025-05-10,Scooter,Mid-Range (₹10L-₹20L),21,Rural,Maharashtra,Low,59.21,4.71,35,False,,Diesel,BS6,4.49,55.04,False,False,TVS Jupiter
2436,2025-04-17,Scooter,Entry-Level (<₹10L),34,Urban,Tamil Nadu,High,,5.09,38,True,Middle East,Diesel,BS6,15.95,76.99,False,False,Suzuki Access
2437,2025-05-22,Motorcycle,Entry-Level (<₹10L),238,Urban,Tamil Nadu,Medium,,4.4,36,True,Latin America,Petrol,BS6,9.4,63.2,False,False,Bajaj Pulsar
2438,2025-05-22,SUV,Mid-Range (₹10L-₹20L),256,Semi-Urban,Uttar Pradesh,Low,,4.86,19,False,,Petrol,BS6,1.73,55.34,False,False,MG Hector
2439,2025-05-06,SUV,Premium (>₹20L),1065,Semi-Urban,Assam,Low,,4.35,11,False,,Electric,BS6,3.15,66.05,False,False,Toyota Fortuner
2440,2025-05-08,Motorcycle,Entry-Level (<₹10L),176,Urban,Haryana,Low,,4.98,62,False,,Petrol,BS6,11.88,62.4,False,False,Bajaj Pulsar
2441,2025-05-20,Scooter,Entry-Level (<₹10L),90,Urban,Kerala,High,,5.09,96,False,,Petrol,BS6,16.7,94.64,False,False,Honda Activa
2442,2025-06-02,Scooter,Mid-Range (₹10L-₹20L),153,Rural,Karnataka,Low,59.53,5.18,26,False,,Electric,BS6,1.36,44.52,False,False,Bajaj Chetak
2443,2025-06-02,Motorcycle,Mid-Range (₹10L-₹20L),137,Urban,Odisha,Medium,,4.97,83,False,,Diesel,BS6,0.64,61.3,False,False,Hero Splendor
2444,2025-06-01,SUV,Mid-Range (₹10L-₹20L),268,Urban,Kerala,High,,5.25,31,False,,Diesel,BS6,5.01,62.37,False,False,Kia Seltos
2445,2025-04-07,SUV,Mid-Range (₹10L-₹20L),596,Urban,Tamil Nadu,High,,5.53,13,False,,Diesel,BS6,7.75,89.92,False,False,Kia Seltos
2446,2025-04-27,SUV,Mid-Range (₹10L-₹20L),604,Rural,Haryana,Low,90.87,5.07,16,True,Middle East,Petrol,BS6,8.3,47.82,False,False,Kia Seltos
2447,2025-06-25,Passenger Car,Mid-Range (₹10L-₹20L),360,Urban,Rajasthan,Medium,,4.82,30,False,,Diesel,BS6,5.97,84.92,False,True,Renault Kwid
2448,2025-04-14,Motorcycle,Mid-Range (₹10L-₹20L),291,Semi-Urban,Punjab,Low,,5.01,94,False,,Petrol,BS6,3.68,31.27,False,False,KTM Duke 200
2449,2025-06-10,Passenger Car,Mid-Range (₹10L-₹20L),107,Urban,Bihar,Medium,,5.05,40,False,,Petrol,BS6,0.68,86.27,False,False,Maruti Swift
2450,2025-06-25,SUV,Premium (>₹20L),1158,Urban,Rajasthan,Medium,,4.42,48,False,,Electric,BS6,5.37,82.9,False,True,MG Hector
2451,2025-04-05,Passenger Car,Mid-Range (₹10L-₹20L),174,Rural,Delhi,Medium,66.28,5.18,71,False,,Petrol,BS6,6.58,53.62,False,False,Hyundai i20
2452,2025-05-25,Scooter,Entry-Level (<₹10L),88,Urban,West Bengal,Medium,,5.24,95,False,,Petrol,BS6,10.01,64.62,False,False,Honda Activa
2453,2025-04-02,SUV,Mid-Range (₹10L-₹20L),659,Rural,Karnataka,Low,55.33,4.74,19,False,,Diesel,BS6,5.19,39.72,False,False,Kia Seltos
2454,2025-06-01,Motorcycle,Entry-Level (<₹10L),343,Urban,West Bengal,High,,5.13,40,False,,Petrol,BS6,6.91,96.35,False,False,KTM Duke 200
2455,2025-04-21,SUV,Premium (>₹20L),1146,Urban,Tamil Nadu,Low,,4.58,16,False,,Petrol,BS6,9.84,78.89,False,False,Tata Nexon
2456,2025-06-18,SUV,Mid-Range (₹10L-₹20L),475,Rural,West Bengal,Low,65.49,5.11,23,False,,Petrol,BS6,2.28,50.36,False,False,Tata Nexon
2457,2025-04-21,Scooter,Entry-Level (<₹10L),51,Urban,Kerala,High,,4.24,92,False,,Diesel,BS6,13.68,79.44,False,False,Suzuki Access
2458,2025-04-10,Motorcycle,Entry-Level (<₹10L),252,Urban,Punjab,High,,4.73,23,True,Japan,Electric,BS6,7.56,68.9,False,False,Bajaj Pulsar
2459,2025-06-26,SUV,Mid-Range (₹10L-₹20L),408,Urban,Uttar Pradesh,Medium,,4.64,25,False,,Electric,BS6,2.64,81.54,False,True,Toyota Fortuner
2460,2025-05-28,Passenger Car,Entry-Level (<₹10L),259,Semi-Urban,Odisha,Low,,4.73,71,False,,Petrol,BS6,17.31,51.07,False,False,Maruti Swift
2461,2025-05-09,Scooter,Entry-Level (<₹10L),111,Urban,Assam,High,,4.96,89,False,,Petrol,BS6,6.5,89.51,False,False,Bajaj Chetak
2462,2025-04-05,Motorcycle,Entry-Level (<₹10L),212,Rural,Delhi,Low,71.08,4.69,79,False,,Diesel,BS6,8.01,54.74,False,False,Bajaj Pulsar
2463,2025-06-04,SUV,Mid-Range (₹10L-₹20L),117,Rural,Madhya Pradesh,Low,65.68,5.22,47,False,,Diesel,BS6,4.81,43.18,False,False,Kia Seltos
2464,2025-04-13,Motorcycle,Premium (>₹20L),376,Rural,Maharashtra,Low,59.49,5.0,59,False,,Petrol,BS6,4.17,66.42,False,False,Hero Splendor
2465,2025-06-24,Motorcycle,Entry-Level (<₹10L),164,Urban,Rajasthan,High,,4.31,30,True,Japan,Diesel,BS6,9.46,79.37,False,True,TVS Apache
2466,2025-06-29,Scooter,Mid-Range (₹10L-₹20L),238,Urban,Odisha,Medium,,4.33,56,False,,Diesel,BS6,6.88,84.73,False,True,Suzuki Access
2467,2025-06-24,SUV,Mid-Range (₹10L-₹20L),553,Semi-Urban,West Bengal,Low,,4.46,30,False,,Petrol,BS6,0.61,62.82,False,True,Kia Seltos
2468,2025-05-23,SUV,Premium (>₹20L),678,Rural,Haryana,Medium,52.96,5.12,24,False,,Diesel,BS6,9.66,33.76,False,False,Hyundai Creta
2469,2025-06-21,Motorcycle,Entry-Level (<₹10L),227,Rural,Punjab,Low,95.49,4.68,44,False,,Diesel,BS6,10.27,32.66,False,True,KTM Duke 200
2470,2025-05-15,Scooter,Entry-Level (<₹10L),66,Urban,Maharashtra,High,,4.88,22,True,Japan,Hybrid,BS6,7.24,86.7,False,False,TVS Jupiter
2471,2025-05-02,Motorcycle,Entry-Level (<₹10L),115,Rural,Assam,Medium,63.56,4.87,65,False,,Petrol,BS6,12.89,36.94,False,False,KTM Duke 200
2472,2025-05-06,Motorcycle,Entry-Level (<₹10L),204,Urban,Maharashtra,Medium,,4.15,76,True,Latin America,Electric,BS6,9.7,80.95,False,False,TVS Apache
2473,2025-06-20,Motorcycle,Mid-Range (₹10L-₹20L),389,Semi-Urban,Tamil Nadu,Low,,4.7,82,False,,Petrol,BS6,0.12,48.74,False,False,Royal Enfield Classic 350
2474,2025-05-30,Motorcycle,Entry-Level (<₹10L),79,Rural,West Bengal,Low,65.14,4.53,99,False,,Electric,BS6,17.12,60.98,False,False,KTM Duke 200
2475,2025-04-11,Scooter,Premium (>₹20L),188,Urban,Karnataka,High,,4.76,44,False,,Petrol,BS6,8.21,82.1,False,False,Bajaj Chetak
2476,2025-06-02,Motorcycle,Entry-Level (<₹10L),148,Urban,Rajasthan,High,,5.73,67,True,Latin America,Electric,BS6,18.3,81.82,False,False,KTM Duke 200
2477,2025-04-21,SUV,Premium (>₹20L),925,Urban,Punjab,Medium,,4.37,28,False,,Petrol,BS6,8.8,99.76,False,False,Hyundai Creta
2478,2025-05-22,Passenger Car,Mid-Range (₹10L-₹20L),234,Urban,Haryana,High,,4.49,88,False,,Petrol,BS6,0.35,89.17,False,False,Hyundai i20
2479,2025-05-25,Motorcycle,Entry-Level (<₹10L),181,Rural,Madhya Pradesh,Low,94.06,5.11,86,False,,Petrol,BS4,17.12,66.6,False,False,Bajaj Pulsar
2480,2025-04-26,Passenger Car,Entry-Level (<₹10L),456,Urban,Delhi,Medium,,4.96,63,False,,Electric,BS6,12.82,60.25,False,False,Tata Punch
2481,2025-06-07,Passenger Car,Entry-Level (<₹10L),356,Urban,Haryana,Low,,4.24,59,False,,Petrol,BS6,9.3,70.85,False,False,Hyundai i20
2482,2025-05-04,Motorcycle,Entry-Level (<₹10L),207,Urban,Delhi,Medium,,4.72,24,False,,Petrol,BS6,9.07,79.94,False,False,TVS Apache
2483,2025-05-22,SUV,Premium (>₹20L),624,Rural,Punjab,Medium,69.4,4.53,28,False,,Diesel,BS6,5.85,37.26,False,False,Tata Nexon
2484,2025-06-21,SUV,Mid-Range (₹10L-₹20L),693,Semi-Urban,Karnataka,Medium,,4.82,17,False,,Petrol,BS6,2.23,33.24,False,True,Hyundai Creta
2485,2025-05-22,Passenger Car,Mid-Range (₹10L-₹20L),429,Urban,Assam,Medium,,4.98,85,False,,Diesel,BS6,9.26,81.87,False,False,Maruti Swift
2486,2025-04-29,Motorcycle,Mid-Range (₹10L-₹20L),35,Semi-Urban,Rajasthan,Low,,4.64,67,False,,Electric,BS6,7.77,38.07,True,False,Bajaj Pulsar
2487,2025-05-08,Passenger Car,Mid-Range (₹10L-₹20L),110,Urban,Haryana,Low,,4.41,28,False,,Petrol,BS6,5.7,91.77,False,False,Maruti Swift
2488,2025-05-12,Motorcycle,Entry-Level (<₹10L),266,Urban,Maharashtra,Medium,,4.72,54,False,,Petrol,BS6,8.71,84.2,False,False,KTM Duke 200
2489,2025-04-21,SUV,Mid-Range (₹10L-₹20L),154,Urban,Haryana,Low,,4.5,11,False,,Petrol,BS6,3.89,64.47,False,False,MG Hector
2490,2025-05-12,Passenger Car,Entry-Level (<₹10L),39,Semi-Urban,Tamil Nadu,Low,,5.45,86,False,,Petrol,BS6,16.48,55.58,False,False,Tata Punch
2491,2025-04-13,Passenger Car,Entry-Level (<₹10L),100,Rural,Karnataka,Low,52.22,4.68,65,False,,Diesel,BS6,14.05,50.85,False,False,Maruti Alto
2492,2025-06-03,Motorcycle,Mid-Range (₹10L-₹20L),137,Urban,Haryana,Medium,,4.53,55,False,,Petrol,BS6,7.53,99.3,False,False,TVS Apache
2493,2025-04-17,Passenger Car,Premium (>₹20L),699,Rural,West Bengal,Low,91.99,4.04,27,False,,Electric,BS6,7.44,57.99,False,False,Renault Kwid
2494,2025-04-09,SUV,Mid-Range (₹10L-₹20L),675,Urban,Karnataka,Medium,,5.32,21,False,,Diesel,BS6,5.56,74.63,False,False,Mahindra Thar
2495,2025-05-11,SUV,Mid-Range (₹10L-₹20L),649,Urban,Punjab,High,,4.55,30,False,,Petrol,BS6,2.22,83.24,False,False,Toyota Fortuner
2496,2025-04-01,SUV,Entry-Level (<₹10L),97,Urban,Tamil Nadu,Medium,,4.04,32,False,,Petrol,BS6,9.46,81.34,False,False,Toyota Fortuner
2497,2025-04-02,SUV,Premium (>₹20L),796,Semi-Urban,Kerala,Medium,,5.11,46,False,,Petrol,BS6,4.12,61.31,False,False,MG Hector
2498,2025-05-30,SUV,Mid-Range (₹10L-₹20L),154,Semi-Urban,Madhya Pradesh,Medium,,5.2,20,False,,Diesel,BS6,1.07,68.49,False,False,Hyundai Creta
2499,2025-05-18,Passenger Car,Entry-Level (<₹10L),234,Urban,Madhya Pradesh,Medium,,4.53,61,False,,Electric,BS6,16.17,83.85,True,False,Hyundai i20
2500,2025-04-29,Motorcycle,Entry-Level (<₹10L),169,Urban,Odisha,High,,4.41,95,False,,Hybrid,BS6,10.41,81.36,False,False,Royal Enfield Classic 350
2501,2025-04-10,SUV,Entry-Level (<₹10L),175,Semi-Urban,Odisha,Medium,,4.56,27,False,,Petrol,BS6,12.54,51.86,False,False,MG Hector
2502,2025-05-28,Scooter,Mid-Range (₹10L-₹20L),255,Urban,Delhi,High,,4.6,37,False,,Electric,BS6,9.29,79.58,False,False,Suzuki Access
2503,2025-05-30,Motorcycle,Entry-Level (<₹10L),85,Urban,Tamil Nadu,Medium,,5.69,30,False,,Petrol,BS6,13.6,95.77,False,False,KTM Duke 200
2504,2025-04-21,SUV,Mid-Range (₹10L-₹20L),520,Semi-Urban,Rajasthan,Medium,,4.83,43,False,,Electric,BS6,9.54,63.39,True,False,Hyundai Creta
2505,2025-04-28,Scooter,Entry-Level (<₹10L),181,Semi-Urban,Odisha,Low,,4.9,90,False,,Petrol,BS6,12.43,45.07,False,False,TVS Jupiter
2506,2025-06-14,Scooter,Mid-Range (₹10L-₹20L),192,Urban,Kerala,High,,4.82,25,False,,Petrol,BS6,4.5,68.36,False,False,Suzuki Access
2507,2025-05-04,Motorcycle,Entry-Level (<₹10L),143,Rural,West Bengal,Medium,85.72,4.26,98,False,,Petrol,BS6,17.19,46.69,False,False,Bajaj Pulsar
2508,2025-04-08,Motorcycle,Mid-Range (₹10L-₹20L),120,Urban,Haryana,Medium,,4.95,85,False,,Petrol,BS6,0.39,90.98,False,False,KTM Duke 200
2509,2025-05-29,Passenger Car,Mid-Range (₹10L-₹20L),181,Semi-Urban,Madhya Pradesh,Medium,,5.28,79,False,,Petrol,BS6,1.28,57.63,False,False,Maruti Swift
2510,2025-06-25,Motorcycle,Premium (>₹20L),397,Urban,West Bengal,Medium,,4.43,25,False,,Diesel,BS6,0.86,95.17,False,True,TVS Apache
2511,2025-06-11,SUV,Mid-Range (₹10L-₹20L),544,Semi-Urban,Maharashtra,Low,,4.42,45,True,Others,Petrol,BS6,5.01,43.99,False,False,MG Hector
2512,2025-05-19,Motorcycle,Entry-Level (<₹10L),69,Rural,Rajasthan,Medium,91.81,5.18,74,False,,Petrol,BS6,8.64,58.39,False,False,Bajaj Pulsar
2513,2025-06-18,Scooter,Entry-Level (<₹10L),18,Rural,Madhya Pradesh,Medium,71.43,5.07,69,True,Others,Petrol,BS6,9.53,38.34,False,False,TVS Jupiter
2514,2025-04-17,SUV,Mid-Range (₹10L-₹20L),649,Urban,Kerala,Medium,,5.35,29,False,,Electric,BS6,5.97,92.99,False,False,Tata Nexon
2515,2025-05-30,SUV,Mid-Range (₹10L-₹20L),193,Urban,Bihar,Low,,5.03,26,False,,Hybrid,BS6,6.5,69.14,False,False,MG Hector
2516,2025-06-26,Passenger Car,Mid-Range (₹10L-₹20L),540,Urban,Bihar,High,,5.07,44,False,,Petrol,BS6,9.45,61.25,False,True,Renault Kwid
2517,2025-06-27,Scooter,Mid-Range (₹10L-₹20L),195,Urban,Madhya Pradesh,Medium,,4.68,43,True,Others,Petrol,BS6,6.56,66.64,False,True,Honda Activa
2518,2025-05-15,SUV,Mid-Range (₹10L-₹20L),325,Semi-Urban,Punjab,Medium,,5.37,34,False,,Petrol,BS6,1.36,66.99,False,False,Mahindra Thar
2519,2025-06-22,Motorcycle,Entry-Level (<₹10L),95,Urban,Delhi,High,,4.54,94,False,,Petrol,BS6,19.75,86.76,False,True,Bajaj Pulsar
2520,2025-06-08,Motorcycle,Entry-Level (<₹10L),84,Semi-Urban,Karnataka,Medium,,5.17,94,True,Middle East,Electric,BS6,15.24,40.58,True,False,Royal Enfield Classic 350
2521,2025-05-02,Scooter,Entry-Level (<₹10L),46,Semi-Urban,Bihar,Low,,4.58,96,False,,Electric,BS6,10.56,58.97,False,False,Suzuki Access
2522,2025-05-14,Scooter,Mid-Range (₹10L-₹20L),92,Rural,Delhi,Low,97.5,4.35,68,False,,Petrol,BS6,9.4,63.63,False,False,Honda Activa
2523,2025-06-04,Scooter,Entry-Level (<₹10L),172,Semi-Urban,Karnataka,Low,,4.78,20,True,Japan,Petrol,BS6,6.87,56.03,False,False,Honda Activa
2524,2025-06-26,SUV,Mid-Range (₹10L-₹20L),752,Urban,Maharashtra,Low,,4.02,19,False,,Hybrid,BS6,9.41,84.41,True,True,Kia Seltos
2525,2025-04-08,Passenger Car,Entry-Level (<₹10L),285,Urban,Karnataka,Low,,4.88,90,True,Middle East,Petrol,BS6,6.12,67.59,False,False,Hyundai i20
2526,2025-06-16,SUV,Mid-Range (₹10L-₹20L),421,Urban,Gujarat,Medium,,4.17,38,True,Others,Diesel,BS6,6.53,77.83,False,False,Tata Nexon
2527,2025-06-11,SUV,Mid-Range (₹10L-₹20L),599,Rural,Rajasthan,Medium,75.77,4.49,32,False,,Petrol,BS6,3.21,53.98,False,False,Toyota Fortuner
2528,2025-06-26,SUV,Mid-Range (₹10L-₹20L),657,Urban,Tamil Nadu,Medium,,5.84,15,False,,Petrol,BS6,4.92,71.4,False,True,Kia Seltos
2529,2025-05-13,Motorcycle,Entry-Level (<₹10L),120,Urban,Punjab,Medium,,4.05,73,False,,Hybrid,BS6,11.09,79.34,False,False,Bajaj Pulsar
2530,2025-04-01,Passenger Car,Entry-Level (<₹10L),251,Urban,Rajasthan,Medium,,4.89,83,False,,Petrol,BS6,6.24,64.63,False,False,Maruti Swift
2531,2025-05-21,Scooter,Entry-Level (<₹10L),61,Urban,Odisha,High,,5.2,79,False,,Hybrid,BS6,15.83,86.05,False,False,Suzuki Access
2532,2025-04-24,SUV,Mid-Range (₹10L-₹20L),277,Semi-Urban,Haryana,Low,,5.14,28,False,,Petrol,BS6,3.06,52.15,False,False,MG Hector
2533,2025-04-24,SUV,Mid-Range (₹10L-₹20L),433,Semi-Urban,Karnataka,Low,,4.1,48,False,,Electric,BS6,7.18,49.24,False,False,Hyundai Creta
2534,2025-04-17,Motorcycle,Mid-Range (₹10L-₹20L),250,Semi-Urban,Delhi,Medium,,4.69,28,False,,Electric,BS6,9.39,47.67,False,False,Royal Enfield Classic 350
2535,2025-04-05,Scooter,Entry-Level (<₹10L),75,Semi-Urban,Bihar,Low,,4.91,28,False,,Petrol,BS6,8.92,42.11,False,False,Suzuki Access
2536,2025-04-20,SUV,Mid-Range (₹10L-₹20L),397,Rural,Karnataka,Low,93.65,4.05,28,False,,Petrol,BS6,4.16,55.18,False,False,Kia Seltos
2537,2025-04-21,Passenger Car,Entry-Level (<₹10L),364,Rural,Haryana,Low,82.55,4.62,29,True,Japan,Petrol,BS6,7.4,45.23,False,False,Tata Punch
2538,2025-05-28,Passenger Car,Entry-Level (<₹10L),245,Urban,Karnataka,High,,4.4,67,False,,Petrol,BS6,17.14,84.4,False,False,Maruti Alto
2539,2025-05-01,Passenger Car,Entry-Level (<₹10L),97,Urban,Odisha,High,,5.36,68,False,,Petrol,BS6,11.04,74.66,False,False,Tata Punch
2540,2025-04-11,Motorcycle,Entry-Level (<₹10L),194,Rural,Maharashtra,Low,55.54,4.9,72,True,Middle East,Petrol,BS6,17.03,67.36,False,False,KTM Duke 200
2541,2025-05-22,SUV,Mid-Range (₹10L-₹20L),152,Urban,Uttar Pradesh,Low,,4.63,46,True,Others,Petrol,BS6,2.58,77.92,False,False,Mahindra Thar
2542,2025-04-15,Motorcycle,Entry-Level (<₹10L),237,Urban,Rajasthan,Medium,,4.93,71,False,,Electric,BS6,6.77,90.97,False,False,TVS Apache
2543,2025-06-22,SUV,Premium (>₹20L),759,Rural,Karnataka,Low,95.88,4.85,30,False,,Petrol,BS6,4.31,57.62,False,True,Toyota Fortuner
2544,2025-04-07,Passenger Car,Entry-Level (<₹10L),455,Semi-Urban,Kerala,Low,,4.64,41,False,,Hybrid,BS6,14.18,50.58,False,False,Maruti Swift
2545,2025-04-28,Scooter,Entry-Level (<₹10L),35,Rural,Delhi,Low,94.8,4.82,97,False,,Petrol,BS6,9.66,57.31,False,False,Bajaj Chetak
2546,2025-05-21,Passenger Car,Entry-Level (<₹10L),277,Urban,Tamil Nadu,Medium,,5.15,35,False,,Electric,BS6,19.03,63.72,False,False,Renault Kwid
2547,2025-05-28,Motorcycle,Entry-Level (<₹10L),211,Urban,West Bengal,Medium,,4.75,95,True,Latin America,Diesel,BS6,10.75,71.01,False,False,Bajaj Pulsar
2548,2025-04-05,Motorcycle,Entry-Level (<₹10L),186,Rural,West Bengal,Medium,64.61,4.29,69,True,Middle East,Petrol,BS6,18.36,52.15,False,False,TVS Apache
2549,2025-04-05,Motorcycle,Mid-Range (₹10L-₹20L),138,Urban,Rajasthan,High,,4.84,76,False,,Petrol,BS6,6.25,70.93,False,False,Hero Splendor
2550,2025-04-08,Scooter,Entry-Level (<₹10L),226,Urban,Maharashtra,Medium,,4.96,91,False,,Petrol,BS6,13.59,84.63,False,False,Honda Activa
2551,2025-06-03,SUV,Premium (>₹20L),528,Semi-Urban,Karnataka,Low,,5.13,39,False,,Petrol,BS6,7.6,43.64,False,False,Tata Nexon
2552,2025-04-10,Motorcycle,Mid-Range (₹10L-₹20L),244,Urban,Haryana,Medium,,5.04,86,False,,Electric,BS6,9.52,82.5,False,False,Royal Enfield Classic 350
2553,2025-05-08,SUV,Mid-Range (₹10L-₹20L),946,Urban,Maharashtra,High,,4.41,14,False,,Diesel,BS6,8.69,88.93,False,False,MG Hector
2554,2025-06-20,Motorcycle,Entry-Level (<₹10L),330,Urban,Assam,Medium,,5.18,24,False,,Diesel,BS6,6.18,71.25,False,False,Bajaj Pulsar
2555,2025-04-08,SUV,Mid-Range (₹10L-₹20L),706,Urban,Tamil Nadu,High,,5.25,31,False,,Petrol,BS6,4.77,94.48,False,False,Hyundai Creta
2556,2025-04-25,Motorcycle,Entry-Level (<₹10L),203,Semi-Urban,Madhya Pradesh,Low,,4.88,98,False,,Petrol,BS6,12.69,50.34,False,False,TVS Apache
2557,2025-06-12,SUV,Mid-Range (₹10L-₹20L),121,Urban,Haryana,High,,5.2,35,False,,Petrol,BS6,1.34,85.24,False,False,Toyota Fortuner
2558,2025-06-05,SUV,Premium (>₹20L),612,Semi-Urban,Karnataka,Medium,,4.85,34,True,Middle East,Electric,BS6,2.5,59.02,False,False,Kia Seltos
